each_cy,pingyin,input_index,output_index
一箪一瓢,"['yi', 'dan', 'yi', 'piao']",126,3
四通五达,"['si', 'tong', 'wu', 'da']",28,37
孤恩负德,"['gu', 'en', 'fu', 'de']",40,23
拿腔做势,"['na', 'qiang', 'zuo', 'shi']",2,99
醉翁之意,"['zui', 'weng', 'zhi', 'yi']",11,263
地覆天翻,"['di', 'fu', 'tian', 'fan']",63,30
覆雨翻云,"['fu', 'yu', 'fan', 'yun']",47,3
鸦默雀静,"['ya', 'mo', 'que', 'jing']",7,48
当头一棒,"['dang', 'tou', 'yi', 'bang']",9,4
平地波澜,"['ping', 'di', 'bo', 'lan']",8,7
坐卧不宁,"['zuo', 'wo', 'bu', 'ning']",11,0
寡闻少见,"['gua', 'wen', 'shao', 'jian']",4,29
乐道安贫,"['le', 'dao', 'an', 'pin']",2,1
善价而沽,"['shan', 'jia', 'er', 'gu']",25,44
季布一诺,"['ji', 'bu', 'yi', 'nuo']",98,0
顿口无言,"['dun', 'kou', 'wu', 'yan']",2,55
万世一时,"['wan', 'shi', 'yi', 'shi']",4,99
意马心猿,"['yi', 'ma', 'xin', 'yuan']",126,19
背若芒刺,"['bei', 'ruo', 'mang', 'ci']",26,8
肝胆涂地,"['gan', 'dan', 'tu', 'di']",13,15
莫可奈何,"['mo', 'ke', 'nai', 'he']",32,13
瓦解土崩,"['wa', 'jie', 'tu', 'beng']",4,0
标新领异,"['biao', 'xin', 'ling', 'yi']",6,263
寅支卯粮,"['yin', 'zhi', 'mao', 'liang']",12,16
弃邪归正,"['qi', 'xie', 'gui', 'zheng']",63,12
心腹之疾,"['xin', 'fu', 'zhi', 'ji']",80,62
流离颠沛,"['liu', 'li', 'dian', 'pei']",25,2
保残守缺,"['bao', 'can', 'shou', 'que']",6,0
龙盘虎踞,"['long', 'pan', 'hu', 'ju']",10,25
自同寒蝉,"['zi', 'tong', 'han', 'chan']",14,1
无可救药,"['wu', 'ke', 'jiu', 'yao']",60,13
片言九鼎,"['pian', 'yan', 'jiu', 'ding']",6,1
绰绰有裕,"['chuo', 'chuo', 'you', 'yu']",0,65
千载一会,"['qian', 'zai', 'yi', 'hui']",17,22
对答如流,"['dui', 'da', 'ru', 'liu']",3,21
异途同归,"['yi', 'tu', 'tong', 'gui']",126,8
蛇影杯弓,"['she', 'ying', 'bei', 'gong']",23,13
如虎生翼,"['ru', 'hu', 'sheng', 'yi']",17,263
汗马之劳,"['han', 'ma', 'zhi', 'lao']",7,25
家至户晓,"['jia', 'zhi', 'hu', 'xiao']",11,23
白衣苍狗,"['bai', 'yi', 'cang', 'gou']",3,8
高枕而卧,"['gao', 'zhen', 'er', 'wo']",4,8
高下其手,"['gao', 'xia', 'qi', 'shou']",4,33
一丁不识,"['yi', 'ding', 'bu', 'shi']",126,99
一心一计,"['yi', 'xin', 'yi', 'ji']",126,62
泰山之安,"['tai', 'shan', 'zhi', 'an']",11,33
目定口呆,"['mu', 'ding', 'kou', 'dai']",21,12
拭目而待,"['shi', 'mu', 'er', 'dai']",144,12
骨瘦如豺,"['gu', 'shou', 'ru', 'chai']",40,5
另眼看待,"['ling', 'yan', 'kan', 'dai']",17,12
悬鹑百结,"['xuan', 'chun', 'bai', 'jie']",4,44
弩张剑拔,"['nu', 'zhang', 'jian', 'ba']",7,21
老生常谭,"['lao', 'sheng', 'chang', 'tan']",17,15
趋炎附热,"['qu', 'yan', 'fu', 're']",20,2
一枕黄粱,"['yi', 'zhen', 'huang', 'liang']",126,16
七上八落,"['qi', 'shang', 'ba', 'luo']",63,12
眉花眼笑,"['mei', 'hua', 'yan', 'xiao']",16,23
羞恼成怒,"['xiu', 'nao', 'cheng', 'nu']",21,3
雕虫小技,"['diao', 'chong', 'xiao', 'ji']",11,62
沉舟破釜,"['chen', 'zhou', 'po', 'fu']",8,53
鸿案相庄,"['hong', 'an', 'xiang', 'zhuang']",2,14
过桥拆桥,"['guo', 'qiao', 'chai', 'qiao']",7,14
铁肠石心,"['tie', 'chang', 'shi', 'xin']",5,81
殚思极虑,"['dan', 'si', 'ji', 'lv']",33,4
悲愤填膺,"['bei', 'fen', 'tian', 'ying']",26,28
铭心刻骨,"['ming', 'xin', 'ke', 'gu']",29,44
附凤攀龙,"['fu', 'feng', 'pan', 'long']",47,7
动魄惊心,"['dong', 'po', 'jing', 'xin']",11,81
分庭伉礼,"['fen', 'ting', 'kang', 'li']",17,55
一隅三反,"['yi', 'yu', 'san', 'fan']",126,30
涂炭生灵,"['tu', 'tan', 'sheng', 'ling']",18,16
杨花水性,"['yang', 'hua', 'shui', 'xing']",28,27
流言飞文,"['liu', 'yan', 'fei', 'wen']",25,22
不咎既往,"['bu', 'jiu', 'ji', 'wang']",17,54
折冲樽俎,"['zhe', 'chong', 'zun', 'zu']",14,6
一面如旧,"['yi', 'mian', 'ru', 'jiu']",126,20
同床各梦,"['tong', 'chuang', 'ge', 'meng']",29,8
高风峻节,"['gao', 'feng', 'jun', 'jie']",4,44
借公济私,"['jie', 'gong', 'ji', 'si']",52,32
面命耳提,"['mian', 'ming', 'er', 'ti']",28,10
砺戈秣马,"['li', 'ge', 'mo', 'ma']",82,13
掠影浮光,"['lve', 'ying', 'fu', 'guang']",1,10
元方季方,"['yuan', 'fang', 'ji', 'fang']",33,22
千载一遇,"['qian', 'zai', 'yi', 'yu']",17,65
千端万绪,"['qian', 'duan', 'wan', 'xu']",17,11
顺水行舟,"['shun', 'shui', 'xing', 'zhou']",4,1
虎踞龙盘,"['hu', 'ju', 'long', 'pan']",18,8
出言无状,"['chu', 'yan', 'wu', 'zhuang']",23,14
义正词严,"['yi', 'zheng', 'ci', 'yan']",126,55
石烂海枯,"['shi', 'lan', 'hai', 'ku']",144,10
尔诈我虞,"['er', 'zha', 'wo', 'yu']",20,65
寥寥可数,"['liao', 'liao', 'ke', 'shu']",4,30
肉袒负荆,"['rou', 'tan', 'fu', 'jing']",5,48
天相吉人,"['tian', 'xiang', 'ji', 'ren']",39,28
过桥抽板,"['guo', 'qiao', 'chou', 'ban']",7,16
三顾草庐,"['san', 'gu', 'cao', 'lu']",8,21
通今博古,"['tong', 'jin', 'bo', 'gu']",29,44
十死一生,"['shi', 'si', 'yi', 'sheng']",144,29
狡兔三穴,"['jiao', 'tu', 'san', 'xue']",32,14
十生九死,"['shi', 'sheng', 'jiu', 'si']",144,32
蓬首垢面,"['peng', 'shou', 'gou', 'mian']",3,14
背本趋末,"['bei', 'ben', 'qu', 'mo']",26,38
坐卧不安,"['zuo', 'wo', 'bu', 'an']",11,33
从容自若,"['cong', 'rong', 'zi', 'ruo']",9,6
即景生情,"['ji', 'jing', 'sheng', 'qing']",98,42
腹心之疾,"['fu', 'xin', 'zhi', 'ji']",47,62
人众胜天,"['ren', 'zhong', 'sheng', 'tian']",62,32
随波逐浪,"['sui', 'bo', 'zhu', 'lang']",6,7
拔新领异,"['ba', 'xin', 'ling', 'yi']",4,263
噬脐何及,"['shi', 'qi', 'he', 'ji']",144,62
顾小失大,"['gu', 'xiao', 'shi', 'da']",40,37
因公假私,"['yin', 'gong', 'jia', 'si']",12,32
倚马之才,"['yi', 'ma', 'zhi', 'cai']",126,7
八斗才,"['ba', 'dou', 'cai']",4,7
三头八臂,"['san', 'tou', 'ba', 'bi']",8,28
乡壁虚造,"['xiang', 'bi', 'xu', 'zao']",24,4
饭囊酒瓮,"['fan', 'nang', 'jiu', 'weng']",30,0
挺而走险,"['ting', 'er', 'zou', 'xian']",12,13
信口开合,"['xin', 'kou', 'kai', 'he']",80,13
生不逢时,"['sheng', 'bu', 'feng', 'shi']",50,99
虎踞龙蟠,"['hu', 'ju', 'long', 'pan']",18,8
惊风骇浪,"['jing', 'feng', 'hai', 'lang']",44,7
骇目惊心,"['hai', 'mu', 'jing', 'xin']",26,81
犹鱼有水,"['you', 'yu', 'you', 'shui']",26,28
云翻雨覆,"['yun', 'fan', 'yu', 'fu']",20,53
衣冠济济,"['yi', 'guan', 'ji', 'ji']",126,62
弃本逐末,"['qi', 'ben', 'zhu', 'mo']",63,38
骇浪惊涛,"['hai', 'lang', 'jing', 'tao']",26,8
雨顺风调,"['yu', 'shun', 'feng', 'tiao']",80,1
望尘不及,"['wang', 'chen', 'bu', 'ji']",12,62
盲人说象,"['mang', 'ren', 'shuo', 'xiang']",3,24
放浪不羁,"['fang', 'lang', 'bu', 'ji']",9,62
充栋汗牛,"['chong', 'dong', 'han', 'niu']",4,4
雷厉风飞,"['lei', 'li', 'feng', 'fei']",8,11
北叟失马,"['bei', 'sou', 'shi', 'ma']",26,13
手足失措,"['shou', 'zu', 'shi', 'cuo']",32,2
瓦解冰消,"['wa', 'jie', 'bing', 'xiao']",4,23
北辙南辕,"['bei', 'zhe', 'nan', 'yuan']",26,19
面面俱圆,"['mian', 'mian', 'ju', 'yuan']",28,19
不值一文,"['bu', 'zhi', 'yi', 'wen']",17,22
石城汤池,"['shi', 'cheng', 'tang', 'chi']",144,13
覆地翻天,"['fu', 'di', 'fan', 'tian']",47,32
盗钟掩耳,"['dao', 'zhong', 'yan', 'er']",41,15
福地洞天,"['fu', 'di', 'dong', 'tian']",47,32
流芳后世,"['liu', 'fang', 'hou', 'shi']",25,99
流水行云,"['liu', 'shui', 'xing', 'yun']",25,3
皓齿明眸,"['hao', 'chi', 'ming', 'mou']",10,1
物极则反,"['wu', 'ji', 'ze', 'fan']",60,30
绝伦逸群,"['jue', 'lun', 'yi', 'qun']",16,4
流水落花,"['liu', 'shui', 'luo', 'hua']",25,24
岸然道貌,"['an', 'ran', 'dao', 'mao']",13,10
截趾适屦,"['jie', 'zhi', 'shi', 'ju']",52,25
枯树逢春,"['ku', 'shu', 'feng', 'chun']",10,11
地网天罗,"['di', 'wang', 'tian', 'luo']",63,12
李下瓜田,"['li', 'xia', 'gua', 'tian']",82,32
标同伐异,"['biao', 'tong', 'fa', 'yi']",6,263
深渊薄冰,"['shen', 'yuan', 'bao', 'bing']",24,23
走投没路,"['zou', 'tou', 'mei', 'lu']",2,21
节上生枝,"['jie', 'shang', 'sheng', 'zhi']",52,66
盟山誓海,"['meng', 'shan', 'shi', 'hai']",19,22
拨乱反治,"['bo', 'luan', 'fan', 'zhi']",8,66
掩恶扬善,"['yan', 'e', 'yang', 'shan']",41,12
尾大难掉,"['wei', 'da', 'nan', 'diao']",51,12
捉影捕风,"['zhuo', 'ying', 'bu', 'feng']",5,52
风移俗易,"['feng', 'yi', 'su', 'yi']",45,263
操戈入室,"['cao', 'ge', 'ru', 'shi']",11,99
蜃楼海市,"['shen', 'lou', 'hai', 'shi']",24,99
接耳交头,"['jie', 'er', 'jiao', 'tou']",52,20
刖趾适屦,"['yue', 'zhi', 'shi', 'ju']",16,25
口快心直,"['kou', 'kuai', 'xin', 'zhi']",15,66
抽胎换骨,"['chou', 'tai', 'huan', 'gu']",7,44
撼树蚍蜉,"['han', 'shu', 'pi', 'fu']",7,53
置锥之地,"['zhi', 'zhui', 'zhi', 'di']",60,15
坎井之蛙,"['kan', 'jing', 'zhi', 'wa']",5,8
四德三从,"['si', 'de', 'san', 'cong']",28,10
欺人自欺,"['qi', 'ren', 'zi', 'qi']",63,67
回山倒海,"['hui', 'shan', 'dao', 'hai']",27,22
推食解衣,"['tui', 'shi', 'jie', 'yi']",4,263
扬威耀武,"['yang', 'wei', 'yao', 'wu']",28,101
刚戾自用,"['gang', 'li', 'zi', 'yong']",4,7
胡思乱量,"['hu', 'si', 'luan', 'liang']",18,16
余音袅袅,"['yu', 'yin', 'niao', 'niao']",80,1
大智如愚,"['da', 'zhi', 'ru', 'yu']",15,65
金科玉条,"['jin', 'ke', 'yu', 'tiao']",44,1
火热水深,"['huo', 're', 'shui', 'shen']",32,46
愤世嫉邪,"['fen', 'shi', 'ji', 'xie']",17,2
遗臭万载,"['yi', 'chou', 'wan', 'zai']",126,5
枉费心计,"['wang', 'fei', 'xin', 'ji']",12,62
奉头鼠窜,"['feng', 'tou', 'shu', 'cuan']",45,2
自觉形秽,"['zi', 'jue', 'xing', 'hui']",14,22
枉用心机,"['wang', 'yong', 'xin', 'ji']",12,62
傍若无人,"['pang', 'ruo', 'wu', 'ren']",0,28
缩手旁观,"['suo', 'shou', 'pang', 'guan']",15,11
白雪阳春,"['bai', 'xue', 'yang', 'chun']",3,11
一曝十寒,"['yi', 'pu', 'shi', 'han']",126,30
一目了然,"['yi', 'mu', 'liao', 'ran']",126,3
南柯梦,"['nan', 'ke', 'meng']",3,8
风马牛,"['feng', 'ma', 'niu']",45,4
四壁立,"['si', 'bi', 'li']",28,55
刎颈交,"['wen', 'jing', 'jiao']",30,24
玉润珠圆,"['yu', 'run', 'zhu', 'yuan']",80,19
千岁一时,"['qian', 'sui', 'yi', 'shi']",17,99
出死入生,"['chu', 'si', 'ru', 'sheng']",23,29
无计奈何,"['wu', 'ji', 'nai', 'he']",60,13
顺水推船,"['shun', 'shui', 'tui', 'chuan']",4,7
向壁虚造,"['xiang', 'bi', 'xu', 'zao']",24,4
平步登天,"['ping', 'bu', 'deng', 'tian']",8,32
叹观止矣,"['tan', 'guan', 'zhi', 'yi']",23,263
左顾右眄,"['zuo', 'gu', 'you', 'mian']",11,14
捉襟肘见,"['zhuo', 'jin', 'zhou', 'jian']",5,29
三申五令,"['san', 'shen', 'wu', 'ling']",8,16
蠡测管窥,"['li', 'ce', 'guan', 'kui']",82,3
栩栩欲活,"['xu', 'xu', 'yu', 'huo']",12,17
文过遂非,"['wen', 'guo', 'sui', 'fei']",30,11
文修武偃,"['wen', 'xiu', 'wu', 'yan']",30,55
意合情投,"['yi', 'he', 'qing', 'tou']",126,20
方驾齐驱,"['fang', 'jia', 'qi', 'qu']",9,14
齐眉举案,"['qi', 'mei', 'ju', 'an']",63,33
齐心戮力,"['qi', 'xin', 'lu', 'li']",63,55
立锥之土,"['li', 'zhui', 'zhi', 'tu']",82,11
病在膏肓,"['bing', 'zai', 'gao', 'huang']",15,11
夜以继昼,"['ye', 'yi', 'ji', 'zhou']",14,1
充饥画饼,"['chong', 'ji', 'hua', 'bing']",4,23
豪夺巧取,"['hao', 'duo', 'qiao', 'qu']",10,14
广庭大众,"['guang', 'ting', 'da', 'zhong']",2,33
疾首痛心,"['ji', 'shou', 'tong', 'xin']",98,81
高风劲节,"['gao', 'feng', 'jing', 'jie']",4,44
病狂丧心,"['bing', 'kuang', 'sang', 'xin']",15,81
庐山面目,"['lu', 'shan', 'mian', 'mu']",31,36
齐驱并驾,"['qi', 'qu', 'bing', 'jia']",63,20
应答如流,"['ying', 'da', 'ru', 'liu']",34,21
变风易俗,"['bian', 'feng', 'yi', 'su']",24,9
一步一趋,"['yi', 'bu', 'yi', 'qu']",126,14
一言难罄,"['yi', 'yan', 'nan', 'qing']",126,42
弃邪从正,"['qi', 'xie', 'cong', 'zheng']",63,12
亲离众叛,"['qin', 'li', 'zhong', 'pan']",13,8
望眼将穿,"['wang', 'yan', 'jiang', 'chuan']",12,7
望梅消渴,"['wang', 'mei', 'xiao', 'ke']",12,11
望风而溃,"['wang', 'feng', 'er', 'kui']",12,3
麟角凤毛,"['lin', 'jiao', 'feng', 'mao']",3,10
旗开取胜,"['qi', 'kai', 'qu', 'sheng']",63,29
言行计从,"['yan', 'xing', 'ji', 'cong']",41,10
熟路轻车,"['shu', 'lu', 'qing', 'che']",31,6
刻足适屦,"['ke', 'zu', 'shi', 'ju']",24,25
一刀两段,"['yi', 'dao', 'liang', 'duan']",126,7
言听计用,"['yan', 'ting', 'ji', 'yong']",41,7
言若悬河,"['yan', 'ruo', 'xuan', 'he']",41,13
率由旧则,"['shuai', 'you', 'jiu', 'ze']",2,3
旁观袖手,"['pang', 'guan', 'xiu', 'shou']",0,33
意气轩昂,"['yi', 'qi', 'xuan', 'ang']",126,0
衣冠济楚,"['yi', 'guan', 'ji', 'chu']",126,44
衣丰食足,"['yi', 'feng', 'shi', 'zu']",126,6
衣锦荣归,"['yi', 'jin', 'rong', 'gui']",126,8
一成不易,"['yi', 'cheng', 'bu', 'yi']",126,263
一劳久逸,"['yi', 'lao', 'jiu', 'yi']",126,263
一挥而成,"['yi', 'hui', 'er', 'cheng']",126,17
死灰槁木,"['si', 'hui', 'gao', 'mu']",28,36
死有余责,"['si', 'you', 'yu', 'ze']",28,3
夜以接日,"['ye', 'yi', 'jie', 'ri']",14,9
玉石同焚,"['yu', 'shi', 'tong', 'fen']",80,24
三言两句,"['san', 'yan', 'liang', 'ju']",8,25
三言五语,"['san', 'yan', 'wu', 'yu']",8,65
万红千紫,"['wan', 'hong', 'qian', 'zi']",4,35
万绪千头,"['wan', 'xu', 'qian', 'tou']",4,20
万里鹏程,"['wan', 'li', 'peng', 'cheng']",4,17
死有余罪,"['si', 'you', 'yu', 'zui']",28,10
高枕安寝,"['gao', 'zhen', 'an', 'qin']",4,5
开卷有得,"['kai', 'juan', 'you', 'de']",12,23
弄璋之庆,"['nong', 'zhang', 'zhi', 'qing']",0,42
平心定气,"['ping', 'xin', 'ding', 'qi']",8,67
弄斧班门,"['nong', 'fu', 'ban', 'men']",0,7
无补于事,"['wu', 'bu', 'yu', 'shi']",60,99
百事无成,"['bai', 'shi', 'wu', 'cheng']",3,17
耳旁风,"['er', 'pang', 'feng']",20,52
下井投石,"['xia', 'jing', 'tou', 'shi']",30,99
百计千方,"['bai', 'ji', 'qian', 'fang']",3,22
百紫千红,"['bai', 'zi', 'qian', 'hong']",3,5
无地自处,"['wu', 'di', 'zi', 'chu']",60,44
面面厮觑,"['mian', 'mian', 'si', 'qu']",28,14
面面相窥,"['mian', 'mian', 'xiang', 'kui']",28,3
下笔成篇,"['xia', 'bi', 'cheng', 'pian']",30,1
无与为比,"['wu', 'yu', 'wei', 'bi']",60,28
否去泰来,"['pi', 'qu', 'tai', 'lai']",6,3
更弦易辙,"['geng', 'xian', 'yi', 'zhe']",2,6
雷鸣瓦釜,"['lei', 'ming', 'wa', 'fu']",8,53
不中抬举,"['bu', 'zhong', 'tai', 'ju']",17,25
西山日薄,"['xi', 'shan', 'ri', 'bao']",32,28
不寒而栗,"['bu', 'han', 'er', 'li']",17,55
天授地设,"['tian', 'shou', 'di', 'she']",39,14
画蛇著足,"['hua', 'she', 'zhuo', 'zu']",42,6
不受抬举,"['bu', 'shou', 'tai', 'ju']",17,25
否终则泰,"['pi', 'zhong', 'ze', 'tai']",6,6
不谋而同,"['bu', 'mou', 'er', 'tong']",17,35
天惊石破,"['tian', 'jing', 'shi', 'po']",39,11
五行俱下,"['wu', 'xing', 'ju', 'xia']",60,7
不加思索,"['bu', 'jia', 'si', 'suo']",17,6
万马千军,"['wan', 'ma', 'qian', 'jun']",4,3
水穷山尽,"['shui', 'qiong', 'shan', 'jin']",22,39
水覆难收,"['shui', 'fu', 'nan', 'shou']",22,33
水底捞针,"['shui', 'di', 'lao', 'zhen']",22,8
背恩忘义,"['bei', 'en', 'wang', 'yi']",26,263
玉石俱碎,"['yu', 'shi', 'ju', 'sui']",80,21
武偃文修,"['wu', 'yan', 'wen', 'xiu']",60,14
玉立亭亭,"['yu', 'li', 'ting', 'ting']",80,9
水尽山穷,"['shui', 'jin', 'shan', 'qiong']",22,5
玩世不羁,"['wan', 'shi', 'bu', 'ji']",4,62
驴心狗肺,"['lv', 'xin', 'gou', 'fei']",29,11
砥柱中流,"['di', 'zhu', 'zhong', 'liu']",63,21
不入时宜,"['bu', 'ru', 'shi', 'yi']",17,263
玉律金科,"['yu', 'lv', 'jin', 'ke']",80,11
不可枚举,"['bu', 'ke', 'mei', 'ju']",17,25
巧语花言,"['qiao', 'yu', 'hua', 'yan']",7,55
不知所从,"['bu', 'zhi', 'suo', 'cong']",17,10
戮力一心,"['lu', 'li', 'yi', 'xin']",31,81
引经据古,"['yin', 'jing', 'ju', 'gu']",12,44
翼翼小心,"['yi', 'yi', 'xiao', 'xin']",126,81
刃迎缕解,"['ren', 'ying', 'lv', 'jie']",62,44
殊路同归,"['shu', 'lu', 'tong', 'gui']",31,8
柔茹寡断,"['rou', 'ru', 'gua', 'duan']",5,7
跫然足音,"['qiong', 'ran', 'zu', 'yin']",5,47
动心骇目,"['dong', 'xin', 'hai', 'mu']",11,36
不肯一世,"['bu', 'ken', 'yi', 'shi']",17,99
动地惊天,"['dong', 'di', 'jing', 'tian']",11,32
珠还合浦,"['zhu', 'huan', 'he', 'pu']",38,4
瓦解冰泮,"['wa', 'jie', 'bing', 'pan']",4,8
乘其不意,"['cheng', 'qi', 'bu', 'yi']",35,263
不约而合,"['bu', 'yue', 'er', 'he']",17,13
看景生情,"['kan', 'jing', 'sheng', 'qing']",5,42
千变万状,"['qian', 'bian', 'wan', 'zhuang']",17,14
千金一刻,"['qian', 'jin', 'yi', 'ke']",17,11
师心自是,"['shi', 'xin', 'zi', 'shi']",144,99
千条万端,"['qian', 'tiao', 'wan', 'duan']",17,7
吞声饮气,"['tun', 'sheng', 'yin', 'qi']",2,67
手不辍卷,"['shou', 'bu', 'chuo', 'juan']",32,5
一举两便,"['yi', 'ju', 'liang', 'bian']",126,16
贞风亮节,"['zhen', 'feng', 'liang', 'jie']",25,44
委曲成全,"['wei', 'qu', 'cheng', 'quan']",51,4
孜孜不怠,"['zi', 'zi', 'bu', 'dai']",14,12
比肩随踵,"['bi', 'jian', 'sui', 'zhong']",34,33
饭囊酒瓮,"['fan', 'nang', 'jiu', 'weng']",30,0
乱首垢面,"['luan', 'shou', 'gou', 'mian']",21,14
乱坠天花,"['luan', 'zhui', 'tian', 'hua']",21,24
颖脱而出,"['ying', 'tuo', 'er', 'chu']",34,44
重睹天日,"['chong', 'du', 'tian', 'ri']",4,9
委曲周全,"['wei', 'qu', 'zhou', 'quan']",51,4
比比皆然,"['bi', 'bi', 'jie', 'ran']",34,3
虎威狐假,"['hu', 'wei', 'hu', 'jia']",18,20
虎口逃生,"['hu', 'kou', 'tao', 'sheng']",18,29
掣襟露肘,"['che', 'jin', 'lu', 'zhou']",17,1
任重致远,"['ren', 'zhong', 'zhi', 'yuan']",62,19
虎头鼠尾,"['hu', 'tou', 'shu', 'wei']",18,44
街谈巷说,"['jie', 'tan', 'xiang', 'shuo']",52,4
出言成章,"['chu', 'yan', 'cheng', 'zhang']",23,5
付之一哂,"['fu', 'zhi', 'yi', 'shen']",47,46
德隆望重,"['de', 'long', 'wang', 'zhong']",23,33
德尊望重,"['de', 'zun', 'wang', 'zhong']",23,33
牛之一毛,"['niu', 'zhi', 'yi', 'mao']",5,10
徒有其表,"['tu', 'you', 'qi', 'biao']",18,4
失魂丧魄,"['shi', 'hun', 'sang', 'po']",144,11
伸眉吐气,"['shen', 'mei', 'tu', 'qi']",24,67
生民涂炭,"['sheng', 'min', 'tu', 'tan']",50,15
缄口如瓶,"['jian', 'kou', 'ru', 'ping']",40,22
自救不暇,"['zi', 'jiu', 'bu', 'xia']",14,7
得手应心,"['de', 'shou', 'ying', 'xin']",23,81
得不补失,"['de', 'bu', 'bu', 'shi']",23,99
得不酬失,"['de', 'bu', 'chou', 'shi']",23,99
利缰名锁,"['li', 'jiang', 'ming', 'suo']",82,6
自出心裁,"['zi', 'chu', 'xin', 'cai']",14,7
自负不凡,"['zi', 'fu', 'bu', 'fan']",14,30
经纶满腹,"['jing', 'lun', 'man', 'fu']",44,53
利锁名缰,"['li', 'suo', 'ming', 'jiang']",82,12
物极则衰,"['wu', 'ji', 'ze', 'shuai']",60,3
殷天动地,"['yin', 'tian', 'dong', 'di']",12,15
饮流怀源,"['yin', 'liu', 'huai', 'yuan']",12,19
临噎掘井,"['lin', 'ye', 'jue', 'jing']",3,48
身败名隳,"['shen', 'bai', 'ming', 'hui']",24,22
假虎张威,"['jia', 'hu', 'zhang', 'wei']",11,44
危于累卵,"['wei', 'yu', 'lei', 'luan']",51,5
身无完肤,"['shen', 'wu', 'wan', 'fu']",24,53
移天徙日,"['yi', 'tian', 'xi', 'ri']",126,9
饮气吞声,"['yin', 'qi', 'tun', 'sheng']",12,29
怨声满道,"['yuan', 'sheng', 'man', 'dao']",33,23
魄散魂飞,"['po', 'san', 'hun', 'fei']",14,11
以夜继日,"['yi', 'ye', 'ji', 'ri']",126,9
穷兵极武,"['qiong', 'bing', 'ji', 'wu']",5,101
鱼游沸鼎,"['yu', 'you', 'fei', 'ding']",80,1
遮人耳目,"['zhe', 'ren', 'er', 'mu']",14,36
以日继夜,"['yi', 'ri', 'ji', 'ye']",126,13
空腹便便,"['kong', 'fu', 'pian', 'pian']",13,1
以胶投漆,"['yi', 'jiao', 'tou', 'qi']",126,67
秋毫不犯,"['qiu', 'hao', 'bu', 'fan']",23,30
塞耳偷铃,"['sai', 'er', 'tou', 'ling']",1,16
寡见鲜闻,"['gua', 'jian', 'xian', 'wen']",4,22
饰非文过,"['shi', 'fei', 'wen', 'guo']",144,15
户对门当,"['hu', 'dui', 'men', 'dang']",18,12
修文偃武,"['xiu', 'wen', 'yan', 'wu']",21,101
继晷焚膏,"['ji', 'gui', 'fen', 'gao']",98,26
洗心革意,"['xi', 'xin', 'ge', 'yi']",32,263
心花怒发,"['xin', 'hua', 'nu', 'fa']",80,6
心花怒开,"['xin', 'hua', 'nu', 'kai']",80,13
心直嘴快,"['xin', 'zhi', 'zui', 'kuai']",80,8
心惊胆落,"['xin', 'jing', 'dan', 'luo']",80,12
心惊肉战,"['xin', 'jing', 'rou', 'zhan']",80,10
还珠合浦,"['huan', 'zhu', 'he', 'pu']",14,4
心惊胆慑,"['xin', 'jing', 'dan', 'she']",80,14
逐浪随波,"['zhu', 'lang', 'sui', 'bo']",38,9
宾朋满座,"['bin', 'peng', 'man', 'zuo']",5,30
为蛇画足,"['wei', 'she', 'hua', 'zu']",51,6
名不虚立,"['ming', 'bu', 'xu', 'li']",29,55
心如刀绞,"['xin', 'ru', 'dao', 'jiao']",80,24
心满愿足,"['xin', 'man', 'yuan', 'zu']",80,6
澄源正本,"['cheng', 'yuan', 'zheng', 'ben']",35,1
洗耳拱听,"['xi', 'er', 'gong', 'ting']",32,9
心平气定,"['xin', 'ping', 'qi', 'ding']",80,1
泼水难收,"['po', 'shui', 'nan', 'shou']",14,33
沥胆堕肝,"['li', 'dan', 'duo', 'gan']",82,15
负义忘恩,"['fu', 'yi', 'wang', 'en']",47,0
清风亮节,"['qing', 'feng', 'liang', 'jie']",15,44
滔滔不断,"['tao', 'tao', 'bu', 'duan']",9,7
饮水知源,"['yin', 'shui', 'zhi', 'yuan']",12,19
漫不经意,"['man', 'bu', 'jing', 'yi']",5,263
潜移暗化,"['qian', 'yi', 'an', 'hua']",17,24
达权通变,"['da', 'quan', 'tong', 'bian']",15,16
道合志同,"['dao', 'he', 'zhi', 'tong']",41,35
道远任重,"['dao', 'yuan', 'ren', 'zhong']",41,33
连篇累幅,"['lian', 'pian', 'lei', 'fu']",12,53
神出鬼入,"['shen', 'chu', 'gui', 'ru']",24,47
连天烽火,"['lian', 'tian', 'feng', 'huo']",12,17
过隙白驹,"['guo', 'xi', 'bai', 'ju']",7,25
门可张罗,"['men', 'ke', 'zhang', 'luo']",6,12
迷离扑朔,"['mi', 'li', 'pu', 'shuo']",12,4
恣心所欲,"['zi', 'xin', 'suo', 'yu']",14,65
祸结兵连,"['huo', 'jie', 'bing', 'lian']",32,13
道同志合,"['dao', 'tong', 'zhi', 'he']",41,13
阔论高谈,"['kuo', 'lun', 'gao', 'tan']",2,15
视死若归,"['shi', 'si', 'ruo', 'gui']",144,8
奋武扬威,"['fen', 'wu', 'yang', 'wei']",17,44
沽名干誉,"['gu', 'ming', 'gan', 'yu']",40,65
肉跳心惊,"['rou', 'tiao', 'xin', 'jing']",5,48
奋不顾生,"['fen', 'bu', 'gu', 'sheng']",17,29
洗心革志,"['xi', 'xin', 'ge', 'zhi']",32,66
